	author	cell type	data	gse	paper	path fastq R1	path fastq R2	protocol short	rep	series	source	species	stage	title	treatment	technical_rep	running_mode
65	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551588_HIC039/SRR1658645_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551588_HIC039/SRR1658645_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551588	B-lymphoblastoids	Homo-sapiens	NA	HIC039	NA	1	Rao
66	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551589_HIC040/SRR1658646_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551589_HIC040/SRR1658646_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551589	B-lymphoblastoids	Homo-sapiens	NA	HIC040	NA	1	Rao
67	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551590_HIC041/SRR1658647_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551590_HIC041/SRR1658647_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551590	B-lymphoblastoids	Homo-sapiens	NA	HIC041	NA	1	Rao
68	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551591_HIC042/SRR1658648_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551591_HIC042/SRR1658648_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551591	B-lymphoblastoids	Homo-sapiens	NA	HIC042	NA	1	Rao
69	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551592_HIC043/SRR1658649_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551592_HIC043/SRR1658649_pass_2.fastq.gz	in-situ-Hi-C---no-crosslinking	NA	GSM1551592	B-lymphoblastoids	Homo-sapiens	NA	HIC043	NA	1	Rao
70	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551593_HIC044/SRR1658650_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551593_HIC044/SRR1658650_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551593	B-lymphoblastoids	Homo-sapiens	NA	HIC044	NA	1	Rao
71	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551593_HIC044/SRR1658651_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551593_HIC044/SRR1658651_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551593	B-lymphoblastoids	Homo-sapiens	NA	HIC044	NA	1	Rao
72	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658652_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658652_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551594	B-lymphoblastoids	Homo-sapiens	NA	HIC045	NA	1	Rao
73	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658653_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658653_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551594	B-lymphoblastoids	Homo-sapiens	NA	HIC045	NA	1	Rao
74	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658654_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658654_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551594	B-lymphoblastoids	Homo-sapiens	NA	HIC045	NA	1	Rao
75	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658655_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658655_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551594	B-lymphoblastoids	Homo-sapiens	NA	HIC045	NA	1	Rao
76	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658656_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658656_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551594	B-lymphoblastoids	Homo-sapiens	NA	HIC045	NA	1	Rao
77	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658657_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658657_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551594	B-lymphoblastoids	Homo-sapiens	NA	HIC045	NA	1	Rao
78	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658658_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658658_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551594	B-lymphoblastoids	Homo-sapiens	NA	HIC045	NA	1	Rao
79	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658659_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551594_HIC045/SRR1658659_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551594	B-lymphoblastoids	Homo-sapiens	NA	HIC045	NA	1	Rao
80	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551595_HIC046/SRR1658660_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551595_HIC046/SRR1658660_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551595	B-lymphoblastoids	Homo-sapiens	NA	HIC046	NA	1	Rao
81	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551595_HIC046/SRR1658661_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551595_HIC046/SRR1658661_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551595	B-lymphoblastoids	Homo-sapiens	NA	HIC046	NA	1	Rao
82	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658662_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658662_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551596	B-lymphoblastoids	Homo-sapiens	NA	HIC047	NA	1	Rao
83	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658663_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658663_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551596	B-lymphoblastoids	Homo-sapiens	NA	HIC047	NA	1	Rao
84	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658664_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658664_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551596	B-lymphoblastoids	Homo-sapiens	NA	HIC047	NA	1	Rao
85	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658665_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658665_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551596	B-lymphoblastoids	Homo-sapiens	NA	HIC047	NA	1	Rao
86	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658666_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658666_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551596	B-lymphoblastoids	Homo-sapiens	NA	HIC047	NA	1	Rao
87	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658667_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658667_pass_2.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551596	B-lymphoblastoids	Homo-sapiens	NA	HIC047	NA	1	Rao
88	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658668_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658668_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551596	B-lymphoblastoids	Homo-sapiens	NA	HIC047	NA	1	Rao
89	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658669_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551596_HIC047/SRR1658669_pass_1.fastq.gz	agar-in-situ-Hi-C---no-crosslinking	NA	GSM1551596	B-lymphoblastoids	Homo-sapiens	NA	HIC047	NA	1	Rao
90	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551597_HIC048/SRR1658670_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551597_HIC048/SRR1658670_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551597	B-lymphoblastoids	Homo-sapiens	NA	HIC048	NA	1	Rao
91	Suhas,,Rao	GM12878	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551598_HIC049/SRR1658671_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551598_HIC049/SRR1658671_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551598	B-lymphoblastoids	Homo-sapiens	NA	HIC049	NA	1	Rao
92	Suhas,,Rao	IMR90-(CCL-186)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551599_HIC050/SRR1658672_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551599_HIC050/SRR1658672_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551599	Lung-Fibroblasts	Homo-sapiens	NA	HIC050	NA	1	Rao
93	Suhas,,Rao	IMR90-(CCL-186)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551600_HIC051/SRR1658673_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551600_HIC051/SRR1658673_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551600	Lung-Fibroblasts	Homo-sapiens	NA	HIC051	NA	1	Rao
94	Suhas,,Rao	IMR90-(CCL-186)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551601_HIC052/SRR1658674_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551601_HIC052/SRR1658674_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551601	Lung-Fibroblasts	Homo-sapiens	NA	HIC052	NA	1	Rao
95	Suhas,,Rao	IMR90-(CCL-186)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551602_HIC053/SRR1658675_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551602_HIC053/SRR1658675_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551602	Lung-Fibroblasts	Homo-sapiens	NA	HIC053	NA	1	Rao
96	Suhas,,Rao	IMR90-(CCL-186)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551603_HIC054/SRR1658676_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551603_HIC054/SRR1658676_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551603	Lung-Fibroblasts	Homo-sapiens	NA	HIC054	NA	1	Rao
97	Suhas,,Rao	IMR90-(CCL-186)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551604_HIC055/SRR1658677_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551604_HIC055/SRR1658677_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551604	Lung-Fibroblasts	Homo-sapiens	NA	HIC055	NA	1	Rao
98	Suhas,,Rao	IMR90-(CCL-186)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551605_HIC056/SRR1658678_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551605_HIC056/SRR1658678_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551605	Lung-Fibroblasts	Homo-sapiens	NA	HIC056	NA	1	Rao
99	Suhas,,Rao	IMR90-(CCL-186)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551606_HIC057/SRR1658679_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551606_HIC057/SRR1658679_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551606	Lung-Fibroblasts	Homo-sapiens	NA	HIC057	NA	1	Rao
100	Suhas,,Rao	HMEC-(CC-2551)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551607_HIC058/SRR1658680_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551607_HIC058/SRR1658680_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551607	Mammary-Epithelial-Cells	Homo-sapiens	NA	HIC058	NA	1	Rao
101	Suhas,,Rao	HMEC-(CC-2551)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551608_HIC059/SRR1658681_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551608_HIC059/SRR1658681_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551608	Mammary-Epithelial-Cells	Homo-sapiens	NA	HIC059	NA	1	Rao
102	Suhas,,Rao	HMEC-(CC-2551)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551609_HIC060/SRR1658682_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551609_HIC060/SRR1658682_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551609	Mammary-Epithelial-Cells	Homo-sapiens	NA	HIC060	NA	1	Rao
103	Suhas,,Rao	HMEC-(CC-2551)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551610_HIC061/SRR1658683_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551610_HIC061/SRR1658683_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551610	Mammary-Epithelial-Cells	Homo-sapiens	NA	HIC061	NA	1	Rao
104	Suhas,,Rao	HMEC-(CC-2551)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551611_HIC062/SRR1658684_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551611_HIC062/SRR1658684_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551611	Mammary-Epithelial-Cells	Homo-sapiens	NA	HIC062	NA	1	Rao
105	Suhas,,Rao	HMEC-(CC-2551)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551612_HIC063/SRR1658685_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551612_HIC063/SRR1658685_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551612	Mammary-Epithelial-Cells	Homo-sapiens	NA	HIC063	NA	1	Rao
106	Suhas,,Rao	HMEC-(CC-2551)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551613_HIC064/SRR1658686_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551613_HIC064/SRR1658686_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551613	Mammary-Epithelial-Cells	Homo-sapiens	NA	HIC064	NA	1	Rao
107	Suhas,,Rao	HMEC-(CC-2551)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551613_HIC064/SRR1658687_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551613_HIC064/SRR1658687_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551613	Mammary-Epithelial-Cells	Homo-sapiens	NA	HIC064	NA	1	Rao
108	Suhas,,Rao	HMEC-(CC-2551)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551613_HIC064/SRR1658688_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551613_HIC064/SRR1658688_pass_2.fastq.gz	dilution-Hi-C	NA	GSM1551613	Mammary-Epithelial-Cells	Homo-sapiens	NA	HIC064	NA	1	Rao
109	Suhas,,Rao	NHEK-(192627)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551614_HIC065/SRR1658689_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551614_HIC065/SRR1658689_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551614	Epidermal-Keratinocytes	Homo-sapiens	NA	HIC065	NA	1	Rao
110	Suhas,,Rao	NHEK-(192627)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551617_HIC068/SRR1658692_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551617_HIC068/SRR1658692_pass_1.fastq.gz	dilution-Hi-C	NA	GSM1551617	Epidermal-Keratinocytes	Homo-sapiens	NA	HIC068	NA	1	Rao
111	Suhas,,Rao	K562-(CCL-243)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551618_HIC069/SRR1658693_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551618_HIC069/SRR1658693_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551618	Erythroleukemia	Homo-sapiens	NA	HIC069	NA	1	Rao
112	Suhas,,Rao	K562-(CCL-243)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551620_HIC071/SRR1658695_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551620_HIC071/SRR1658695_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551620	Erythroleukemia	Homo-sapiens	NA	HIC071	NA	1	Rao
113	Suhas,,Rao	K562-(CCL-243)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551620_HIC071/SRR1658696_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551620_HIC071/SRR1658696_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551620	Erythroleukemia	Homo-sapiens	NA	HIC071	NA	1	Rao
114	Suhas,,Rao	K562-(CCL-243)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551621_HIC072/SRR1658697_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551621_HIC072/SRR1658697_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551621	Erythroleukemia	Homo-sapiens	NA	HIC072	NA	1	Rao
115	Suhas,,Rao	K562-(CCL-243)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551621_HIC072/SRR1658698_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551621_HIC072/SRR1658698_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551621	Erythroleukemia	Homo-sapiens	NA	HIC072	NA	1	Rao
116	Suhas,,Rao	K562-(CCL-243)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551622_HIC073/SRR1658699_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551622_HIC073/SRR1658699_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551622	Erythroleukemia	Homo-sapiens	NA	HIC073	NA	1	Rao
117	Suhas,,Rao	K562-(CCL-243)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551622_HIC073/SRR1658700_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551622_HIC073/SRR1658700_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551622	Erythroleukemia	Homo-sapiens	NA	HIC073	NA	1	Rao
118	Suhas,,Rao	K562-(CCL-243)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551623_HIC074/SRR1658701_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551623_HIC074/SRR1658701_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551623	Erythroleukemia	Homo-sapiens	NA	HIC074	NA	1	Rao
119	Suhas,,Rao	K562-(CCL-243)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551623_HIC074/SRR1658702_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551623_HIC074/SRR1658702_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551623	Erythroleukemia	Homo-sapiens	NA	HIC074	NA	1	Rao
120	Suhas,,Rao	KBM7	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551624_HIC075/SRR1658703_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551624_HIC075/SRR1658703_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551624	Near-Haploid-Myelogenous-Leukemia	Homo-sapiens	NA	HIC075	NA	1	Rao
121	Suhas,,Rao	KBM7	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551625_HIC076/SRR1658704_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551625_HIC076/SRR1658704_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551625	Near-Haploid-Myelogenous-Leukemia	Homo-sapiens	NA	HIC076	NA	1	Rao
122	Suhas,,Rao	KBM7	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551625_HIC076/SRR1658705_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551625_HIC076/SRR1658705_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551625	Near-Haploid-Myelogenous-Leukemia	Homo-sapiens	NA	HIC076	NA	1	Rao
123	Suhas,,Rao	KBM7	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551626_HIC077/SRR1658706_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551626_HIC077/SRR1658706_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551626	Near-Haploid-Myelogenous-Leukemia	Homo-sapiens	NA	HIC077	NA	1	Rao
124	Suhas,,Rao	KBM7	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551627_HIC078/SRR1658707_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551627_HIC078/SRR1658707_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551627	Near-Haploid-Myelogenous-Leukemia	Homo-sapiens	NA	HIC078	NA	1	Rao
125	Suhas,,Rao	KBM7	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551628_HIC079/SRR1658708_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551628_HIC079/SRR1658708_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551628	Near-Haploid-Myelogenous-Leukemia	Homo-sapiens	NA	HIC079	NA	1	Rao
126	Suhas,,Rao	HUVEC-(CC-2517)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551629_HIC080/SRR1658709_pass_2.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551629_HIC080/SRR1658709_pass_1.fastq.gz	in-situ-Hi-C	NA	GSM1551629	Umbilical-Vein-Endothelial-Cells	Homo-sapiens	NA	HIC080	NA	1	Rao
127	Suhas,,Rao	HUVEC-(CC-2517)	Nov-20-2014	GSE63525	Rao-2014	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551629_HIC080/SRR1658710_pass_1.fastq.gz	/home/HIC_DB/META/GSE63525_SRA/Supp_GSM1551629_HIC080/SRR1658710_pass_2.fastq.gz	in-situ-Hi-C	NA	GSM1551629	Umbilical-Vein-Endothelial-Cells	Homo-sapiens	NA	HIC080	NA	1	Rao
